Sample_ID,Date,Site,Volume_Filtered_mL,Replicates,Volume_Eluted_uL,Total_Cyano_Rep,Total_Cyano_Copies_Rxn,Total_Cyano_Y_intercept,Total_Cyano_Slope,Total_Cyano_Efficiency,Total_Cyano_R_squared,Total_Cyano_Quality_checks,Total_Cyano_Source_file,mcyE_Rep,mcyE_Copies_Rxn,mcyE_Y_intercept,mcyE_Slope,mcyE_Efficiency,mcyE_R_squared,mcyE_Quality_checks,mcyE_Source_file,sxtA_Rep,sxtA_Copies_Rxn,sxtA_Y_intercept,sxtA_Slope,sxtA_Efficiency,sxtA_R_squared,sxtA_Quality_checks,sxtA_Source_file,Station_Depth_m,Sample_Depth_m,Sample_Depth_category,Local_Time_Eastern_Time_Zone,Latitude_decimal_deg,Longitude_decimal_deg,Wind_speed_knots,Wave_Height_ft,Sky,Secchi_Depth_m,Sample_Temperature_C,CTD_Temperature_C,CTD_Specific_Conductivity_uS_cm,CTD_Beam_Attenuation_m1,CTD_Tramission_,CTD_Dissolved_Oxygen_mg_L,CTD_Photosynthetically_Active_Radiation_uE_m2_s,Turbidity_NTU,Particulate_Microcystin_ug_L,Dissolved_Microcystin_ug_L,Extracted_Phycocyanin_ug_L,Extracted_Chlorophyll_a_ug_L,Total_Phosphorus_ug_P_L,Total_Dissolved_Phosphorus_ug_P_L,Soluble_Reactive_Phosphorus_ug_P_L,Ammonia_ug_N_L,Nitrate_+_Nitrite_mg_N_L,Urea_ug_N_L,Particulate_Organic_Carbon_mg_L,Particulate_Organic_Nitrogen_mg_L,Dissolved_Organic_Carbon_mg_L,Colored_Dissolved_Organic_Material_absorbance_m1_at_400nm,Total_Suspended_Solids_mg_L,Volatile_Suspended_Solids_mg_L,Year,Month,Day,DOY,Total_Cyano_Copies_mL,mcyE_Copies_mL,mcyE_Copies_mL_BDL_Replaced,sxtA_Copies_mL,sxtA_Copies_mL_BDL_Replaced,Particulate_Microcystin_ug_L_BDL_Replaced,Particulate_Microcystin_ug_L_BDL_Replaced_plusoneweek,Particulate_Microcystin_ug_L_BDL_Replaced_plusoneweek_days,Particulate_Microcystin_ug_L_BDL_Replaced_plustwoweeks,Particulate_Microcystin_ug_L_BDL_Replaced_plustwoweeks_days
NA,2021-10-18T00:00:00,WE4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.39,0.75,Surface,8:36,41.8314,-83.1967,7.97,0.98,sunny,2.7,NA,17.9,245.6,NA,NA,8.82,NA,1.77,<0.1,<0.1,0.21,3.92,21.25,15.59,5.51,20.57,0.354,NA,0.24,0.05,NA,0.32,2.37,0.07,2021,10,18,291,NA,NA,NA,NA,NA,0.1,,,,
NA,2012-05-15T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.75,Surface,11:02,41.7052,-83.3853,NA,NA,sunny,2.1,19.3,NA,NA,NA,NA,NA,NA,NA,<0.1,NA,0.45,2.24,22.52,9.66,2.97,35.7,0.515,NA,0.4,0.08,4.35,NA,2.9,0.98,2012,5,15,136,NA,NA,NA,NA,NA,0.1,,,,
NA,2012-05-31T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.75,Surface,12:15,41.7041,-83.386,NA,NA,cloudy,0.5,22.1,NA,NA,NA,NA,NA,NA,NA,<0.1,NA,0.8,11.81,77.08,21.04,7.03,19.82,1.852,NA,1.48,0.25,5.83,NA,30.1,4.02,2012,5,31,152,NA,NA,NA,NA,NA,0.1,,,,
NA,2012-06-22T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.75,Surface,10:43,41.7069,-83.3846,NA,NA,clear,1.8,25.6,NA,NA,NA,NA,NA,NA,NA,<0.1,NA,0.37,2.43,15.19,5.53,0.36,2.61,0.192,NA,NA,NA,4.07,NA,2.83,0.6,2012,6,22,174,NA,NA,NA,NA,NA,0.1,,,,
NA,2012-07-12T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.75,Surface,11:50,41.7051,-83.4696,NA,NA,clear,0.5,26,NA,NA,NA,NA,NA,NA,NA,0.45,NA,2.57,29.05,44.86,5.88,0.27,1.16,NA,NA,2.41,0.4,3.22,NA,18.9,4.4,2012,7,12,194,NA,NA,NA,NA,NA,0.45,,,0.21,19
NA,2012-07-23T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,0.75,Surface,11:28,41.7108,-83.3821,NA,NA,sunny,0.7,26.2,NA,NA,NA,NA,NA,NA,NA,1.29,NA,9.44,36.38,95.28,35.36,23.09,4.54,0.046,NA,2.61,0.43,4.03,NA,24.55,6.65,2012,7,23,205,NA,NA,NA,NA,NA,1.29,0.21,8,0.52,14
NA,2012-07-31T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,Surface,12:20,41.707,-83.3833,NA,NA,sunny,0.8,26.8,NA,NA,NA,NA,NA,NA,NA,0.21,NA,36.57,35.58,NA,9.92,0.68,<0.04,0.424,NA,3.13,0.49,3.97,NA,12.5,5.5,2012,7,31,213,NA,NA,NA,NA,NA,0.21,0.52,6,0.42,13
NA,2012-08-06T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,0.75,Surface,11:36,41.7094,-83.3833,NA,NA,sunny,0.6,25.2,NA,NA,NA,NA,NA,NA,NA,0.52,NA,75.94,78.82,57.67,8.1,0.43,0.31,0.413,NA,4.97,1.08,4.41,NA,15.1,9.2,2012,8,6,219,NA,NA,NA,NA,NA,0.52,0.42,7,0.26,14
NA,2012-08-13T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0.75,Surface,11:40,41.7096,-83.3799,NA,NA,hazy,0.3,24.3,NA,NA,NA,NA,NA,NA,NA,0.42,NA,638.25,290.52,152.08,9.7,0.7,1.95,0.002,NA,12.51,2.42,4.54,NA,35.3,27.17,2012,8,13,226,NA,NA,NA,NA,NA,0.42,0.26,7,0.79,16
NA,2012-08-20T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0.75,Surface,11:45,41.7047,-83.385,NA,NA,hazy,0.9,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,469.47,84.78,79.74,13.98,1.33,2.94,0.168,NA,4.26,0.83,5.14,NA,13.7,8,2012,8,20,233,NA,NA,NA,NA,NA,0.26,0.79,9,1.37,16
NA,2012-08-29T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.75,Surface,10:56,41.7044,-83.3882,NA,NA,sunny,0.4,23.9,NA,NA,NA,NA,NA,NA,NA,0.79,NA,400.79,112.16,78.27,11.79,0.72,1.71,<0.002,NA,6.08,1.15,5,NA,28.33,14.2,2012,8,29,242,NA,NA,NA,NA,NA,0.79,1.37,7,0.94,14
NA,2012-09-05T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.75,Surface,14:10,41.7123,-83.3832,NA,NA,cloudy,0.6,25.4,NA,NA,NA,NA,NA,NA,NA,1.37,NA,12.53,29.48,44.45,6.45,0.48,0.99,<0.002,NA,2.37,0.34,3.47,NA,14.23,5.6,2012,9,5,249,NA,NA,NA,NA,NA,1.37,0.94,7,1.29,12
NA,2012-09-12T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,0.75,Surface,8:33,41.8389,-83.3629,NA,NA,sunny,0.5,24.2,NA,NA,NA,NA,NA,NA,NA,0.94,NA,19.04,37.58,85.27,20.13,9.34,0.68,0.408,NA,4.18,0.54,4.73,NA,21,9.23,2012,9,12,256,NA,NA,NA,NA,NA,0.94,1.29,5,,
NA,2012-09-17T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0.75,Surface,12:17,41.7071,-83.385,NA,NA,sunny,0.7,20.1,NA,NA,NA,NA,NA,NA,NA,1.29,NA,14.49,29.61,68.27,2.9,6.28,1.34,0.012,NA,2.06,0.41,4.87,NA,17.1,7.17,2012,9,17,261,NA,NA,NA,NA,NA,1.29,,,,
NA,2013-05-29T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.75,Surface,10:57,41.7134,-83.3804,NA,NA,mostly cloudy,1.6,NA,18.5,391.3,2.9,48.7,7.6,338.23,8.44,<0.1,NA,0.39,2.15,48.51,33.01,19.76,62.95,2.417,NA,0.42,0.06,NA,NA,12.8,1.88,2013,5,29,149,NA,NA,NA,NA,NA,0.1,,,0.44,19
NA,2013-06-10T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.75,Surface,11:42,41.7144,-83.3805,NA,NA,cloudy,0.5,NA,20.7,341.2,11.6,5.6,7.6,50.75,21.5,<0.1,NA,3.45,23.39,58.18,8.66,1.02,7.34,1.341,NA,1.22,0.18,4.26,NA,24.5,2.83,2013,6,10,161,NA,NA,NA,NA,NA,0.1,0.44,7,0.1,14
NA,2013-06-17T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,0.75,Surface,11:53,41.7099,-83.3811,NA,NA,sunny,1.5,NA,23.1,420.9,3.5,42.5,8.1,1077.24,4.74,0.44,NA,8.45,47.69,51.57,11.82,0.59,4.13,6.215,NA,1.68,0.26,5.88,NA,6.87,3.65,2013,6,17,168,NA,NA,NA,NA,NA,0.44,0.1,7,0.1,16
NA,2013-06-24T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.75,Surface,12:44,41.7119,-83.3795,NA,NA,sunny,2.5,NA,21.7,425.7,1.1,76,6.3,370.97,2.65,<0.1,NA,0.41,3.27,44.87,31.28,17.6,104.56,6.231,NA,0.28,0.05,5.95,NA,2.49,0.76,2013,6,24,175,NA,NA,NA,NA,NA,0.1,0.1,9,0.1,14
NA,2013-07-03T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.75,Surface,11:13,41.7085,-83.3812,NA,NA,mostly sunny,0.4,NA,23,424.2,13.4,3.5,7,413.78,22.7,<0.1,NA,0.73,5.67,120.36,74.3,57.87,150.31,6.254,NA,0.88,0.13,5.26,NA,36.35,3.6,2013,7,3,184,NA,NA,NA,NA,NA,0.1,0.1,5,0.1,12
NA,2013-07-08T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,0.75,Surface,11:20,41.7101,-83.3832,NA,NA,sunny,1.3,NA,26.4,451.7,0.9,80.3,7.9,274.98,2.22,<0.1,NA,0.21,0.71,83.22,80.82,61.68,142.33,6.273,NA,0.15,0.03,5.81,NA,1.54,0.29,2013,7,8,189,NA,NA,NA,NA,NA,0.1,0.1,7,0.22,14
NA,2013-07-15T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.75,Surface,14:08,41.7076,-83.3833,NA,NA,partly sunny,1,NA,29.7,359.3,5,28.7,8,176.82,6.01,<0.1,NA,3.46,61.41,60.36,12.9,1.49,3.24,2.574,NA,2.24,0.31,4.81,NA,10.32,5.02,2013,7,15,196,NA,NA,NA,NA,NA,0.1,0.22,7,3.86,14
NA,2013-07-22T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,0.75,Surface,12:19,41.7107,-83.3812,NA,NA,rainy,0.9,NA,22.6,387.6,7.2,16.7,7.9,1355.21,11.7,0.22,NA,7.67,117.66,95.7,23.81,10.77,10.06,6.314,NA,2.72,0.44,6.82,NA,17.16,5.9,2013,7,22,203,NA,NA,NA,NA,NA,0.22,3.86,7,28.52,14
NA,2013-07-29T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.75,Surface,9:23,41.7096,-83.381,NA,NA,mostly cloudy,1.9,NA,22.3,399.3,1.6,67.2,6.9,78.78,7.09,3.86,NA,21.43,15.15,73.57,48.51,30.07,18.73,6.049,NA,0.93,0.18,7.31,NA,3.86,2.09,2013,7,29,210,NA,NA,NA,NA,NA,3.86,28.52,7,13.21,14
NA,2013-08-05T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.75,Surface,10:53,41.7112,-83.3817,NA,NA,mostly cloudy,0.8,NA,22.6,383.5,4.4,33,8,214.72,23.5,28.52,NA,95.22,181.35,169.33,18.94,6.84,3.39,2.388,NA,5.8,1.16,7.13,NA,21.9,16.06,2013,8,5,217,NA,NA,NA,NA,NA,28.52,13.21,7,56.35,14
NA,2013-08-12T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0.75,Surface,10:44,41.7109,-83.3869,NA,NA,rainy,0.6,NA,23.4,351.7,7.1,17.2,7.7,23.87,19.9,13.21,NA,183.16,104.76,78.18,69.32,0.83,4.74,1.288,NA,5.21,0.95,7.03,NA,22.03,16.3,2013,8,12,224,NA,NA,NA,NA,NA,13.21,56.35,7,43.19,14
NA,2013-08-19T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.75,Surface,10:25,41.7145,-83.3824,NA,NA,sunny,0,NA,23.5,330.9,11.4,6.9,7.7,15.07,829,56.35,NA,3315.11,243.81,1467.61,14.4,3.68,3.16,0.568,NA,219.34,34.68,8.7,NA,540.8,515,2013,8,19,231,NA,NA,NA,NA,NA,56.35,43.19,7,20.78,15
NA,2013-08-26T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.75,Surface,11:25,41.7121,-83.3806,NA,NA,hazy,0.5,NA,24.4,324.3,10.4,7.4,7.1,92.57,34.4,43.19,NA,104.03,118.17,90.07,8.79,0.74,2.8,0.293,NA,6.06,1.04,6.79,NA,29.5,15.47,2013,8,26,238,NA,NA,NA,NA,NA,43.19,20.78,8,8.78,15
NA,2013-09-03T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.75,Surface,11:12,41.711,-83.3781,NA,NA,cloudy,0.1,NA,23,297.2,19,0.9,7.3,8.92,59.5,20.78,NA,64.16,223.36,156.82,8.24,0.26,1.75,0.012,NA,9.46,1.63,5.42,NA,96.5,43.5,2013,9,3,246,NA,NA,NA,NA,NA,20.78,8.78,7,2.49,14
NA,2013-09-10T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0.75,Surface,10:26,41.7105,-83.3817,NA,NA,sunny,0.2,NA,19,288.2,17.2,1.3,7.1,125.05,45.5,8.78,NA,49.32,121.54,120.77,7.32,<0.25,0.14,0.011,NA,7.48,1.09,5.58,NA,41.13,18.33,2013,9,10,253,NA,NA,NA,NA,NA,8.78,2.49,7,2.11,13
NA,2013-09-17T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.75,Surface,12:44,41.7142,-83.3806,NA,NA,sunny,0.4,NA,17.1,331.9,24.9,0.2,7.3,93.08,60.6,2.49,NA,11.55,101.44,160.37,7.14,<0.25,1.19,0.014,NA,6.92,1.06,NA,NA,63.2,18.7,2013,9,17,260,NA,NA,NA,NA,NA,2.49,2.11,6,,
NA,2013-09-23T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.75,Surface,10:49,41.7131,-83.384,NA,NA,mostly cloudy,0.2,NA,17.1,300.8,24.1,0.3,7.5,27.07,59.2,2.11,NA,25.82,105.95,165.92,6.43,<0.25,1.18,0.017,NA,7.63,1.18,2.17,NA,63.2,16.3,2013,9,23,266,NA,NA,NA,NA,NA,2.11,,,,
NA,2013-10-15T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.75,Surface,10:25,41.7146,-83.3848,NA,NA,cloudy,0.1,NA,15.1,285.3,19.9,0.7,7.8,33.84,41.7,0.5,NA,1.64,60.36,132.67,9.5,0.76,<0.04,0.009,NA,6.37,0.83,NA,NA,46.87,14.4,2013,10,15,288,NA,NA,NA,NA,NA,0.5,0.51,6,,
NA,2013-10-21T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,0.75,Surface,13:00,41.7144,-83.3712,NA,NA,sunny,0.6,NA,NA,375.7,13.4,4.1,7.4,261.81,23.8,0.51,NA,21.66,62.5,100.01,12,1.23,2.48,0.304,NA,3.86,0.62,5.58,NA,34,17.8,2013,10,21,294,NA,NA,NA,NA,NA,0.51,,,,
NA,2014-05-27T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.75,Surface,10:47,41.7091,-83.3813,NA,NA,partly sunny,0.6,NA,22.1,474,8,13.5,9.7,131.55,11.2,0.12,NA,1.97,50.62,113.26,25.59,7.91,8.75,6.555,NA,2.45,0.5,8.06,NA,18.3,6.67,2014,5,27,147,NA,NA,NA,NA,NA,0.12,,,,
NA,2014-06-16T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0.75,Surface,11:22,41.7154,-83.3821,NA,NA,mostly sunny,0.4,NA,23.3,472.8,6.3,20.5,7.7,209.9,11.4,0.32,NA,1.82,23.04,57.36,15.56,2.65,1.34,2.044,NA,1.39,0.26,6.58,NA,14.37,2.53,2014,6,16,167,NA,NA,NA,NA,NA,0.32,,,,
NA,2014-06-30T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.75,Surface,11:05,41.7167,-83.3834,NA,NA,mostly cloudy,0.9,NA,26.1,405.3,2.5,54,7.8,281.95,8.39,0.4,NA,6.57,29.81,81.27,35.74,21.71,4.35,3.876,NA,1.15,0.24,6.49,NA,8.65,2.44,2014,6,30,181,NA,NA,NA,NA,NA,0.4,0.1,8,0.57,14
NA,2014-07-08T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0.75,Surface,11:23,41.7145,-83.3795,NA,NA,rainy,0.3,NA,23.8,367.4,5.2,26.9,7.7,18.66,11.9,<0.1,NA,13.75,46.27,80.82,16.68,3.88,7.27,3.948,NA,1.13,0.16,5.8,NA,16.39,4.68,2014,7,8,189,NA,NA,NA,NA,NA,0.1,0.57,6,19.18,13
NA,2014-07-14T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.75,Surface,10:38,41.71,-83.3812,NA,NA,partly sunny,1.5,NA,25.2,362,2.2,58.6,6.7,404.64,5.41,0.57,NA,0.87,19.29,59.31,32.01,18.39,29.95,2.732,NA,0.85,0.15,5.67,NA,4.97,1.21,2014,7,14,195,NA,NA,NA,NA,NA,0.57,19.18,7,37.06,15
NA,2014-07-21T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0.75,Surface,10:18,41.7135,-83.3798,NA,NA,sunny,0.8,NA,23.3,331.4,2.2,57.4,8.5,753.71,24.7,19.18,NA,148.94,68.1,80.22,8.31,<0.25,2.13,1.65,NA,7.06,1.12,5.46,NA,17.6,13.2,2014,7,21,202,NA,NA,NA,NA,NA,19.18,37.06,8,10.14,14
NA,2014-07-29T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.75,Surface,10:17,41.7123,-83.382,NA,NA,sunny,0.5,NA,21.7,381.4,7.3,16.1,8.7,38.33,23.2,37.06,NA,201.19,126.14,104.04,10.3,1.12,<0.04,1.433,NA,6.01,1.12,6.02,2.45,22.53,13.57,2014,7,29,210,NA,NA,NA,NA,NA,37.06,10.14,6,36.7,13
NA,2014-08-04T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.75,Surface,11:30,41.7113,-83.3772,NA,NA,sunny,0.6,NA,24.4,286.2,5.6,24.5,7.4,14.43,21.9,10.14,NA,93.15,71.62,62.19,6.71,<0.25,1.82,0.288,NA,5.63,0.86,4.86,1.37,18.92,12.35,2014,8,4,216,NA,NA,NA,NA,NA,10.14,36.7,7,4.14,14
NA,2014-08-11T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0.75,Surface,12:00,41.712,-83.3792,NA,NA,rainy,0.2,NA,23.6,269.8,20.1,0.7,8.2,3.73,66.3,36.7,NA,70.87,97.96,133.03,6.17,<0.25,4.02,0.218,NA,7.95,1.36,4.86,1.21,56.8,20.9,2014,8,11,223,NA,NA,NA,NA,NA,36.7,4.14,7,3.6,14
NA,2014-08-18T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.75,Surface,10:17,41.7108,-83.3804,NA,NA,Partly Sunny,0.4,NA,21.8,284.6,18.8,0.9,7.5,35.67,47.5,4.14,NA,25.56,50.7,149.98,9,1.47,2.37,<0.002,NA,6.8,0.88,4.21,1.65,54.6,15.3,2014,8,18,230,NA,NA,NA,NA,NA,4.14,3.6,7,6.6,15
NA,2014-08-25T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0.75,Surface,10:23,41.7143,-83.3806,NA,NA,mostly cloudy,0.4,NA,24.6,288,16.3,1.7,5.9,166.24,32.5,3.6,NA,15.24,32.5,114.08,11.5,4.42,2.37,0.015,NA,4.55,0.65,4.46,1.47,36.4,9.25,2014,8,25,237,NA,NA,NA,NA,NA,3.6,6.6,8,2.1,14
NA,2014-09-02T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,0.75,Surface,10:49,41.7068,-83.3846,NA,NA,cloudy,0.4,NA,NA,NA,NA,NA,NA,NA,37.2,6.6,0.17,84.32,101.44,141.23,9.27,3.26,4.78,0.038,NA,7.5,1.11,5.53,1.66,45.1,19.8,2014,9,2,245,NA,NA,NA,NA,NA,6.6,2.1,6,0.4,13
NA,2014-09-08T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.75,Surface,10:28,41.7108,-83.3813,NA,NA,sunny,0.4,NA,NA,NA,NA,NA,NA,NA,26.2,2.1,1.94,15.32,53.38,97.53,NA,3.31,1.47,0.061,NA,4.15,0.5,5.03,1.46,29.8,13.05,2014,9,8,251,NA,NA,NA,NA,NA,2.1,0.4,7,3.7,15
NA,2014-09-15T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0.75,Surface,10:17,41.711,-83.3813,NA,NA,cloudy,1.4,NA,18.2,422.2,NA,NA,6.4,119.73,5.47,0.4,0.42,1.38,12.06,101.56,71.5,61.38,201.69,0.397,NA,2.22,0.21,6.8,2.84,4.74,2.3,2014,9,15,258,NA,NA,NA,NA,NA,0.4,3.7,8,1.7,14
